station_id,station_name,timestamp,temperature_c,pressure_hpa,humidity_pct,latitude,longitude,altitude_m
AWS-DEL-01,Delhi Safdarjung,2000-09-29 18:00:00,24.2,1006.5,77.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-29 21:00:00,22.6,1006.7,81.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-30 00:00:00,21.4,1007.0,87.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-30 03:00:00,25.0,1008.0,79.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-30 06:00:00,33.4,1007.9,43.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-30 09:00:00,35.2,1004.8,39.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-30 12:00:00,33.2,1004.7,46.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-30 15:00:00,28.0,1006.5,65.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-30 18:00:00,25.0,1008.3,76.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2000-09-30 21:00:00,23.4,1007.3,81.0,28.6139,77.209,216.0
AWS-DEL-01,Delhi Safdarjung,2001-09-01 00:00:00,29.0,1000.6,64.0,28.6139,77.209,216.0
